Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
2,Payment,1763085097.179169,4619,7,1
1,NewOrder,1763085097.179176,10051,11,1
1,NewOrder,1763085097.179176,8596,0,1
1,NewOrder,1763085097.179180,11473,4,1
1,NewOrder,1763085097.179191,10193,10,1
1,NewOrder,1763085097.181091,1024562,13,1
2,Payment,1763085097.181096,4801,14,1
2,Payment,1763085097.181104,4792,3,1
1,NewOrder,1763085097.181143,6650,8,1
2,Payment,1763085097.181203,4732,15,1
2,Payment,1763085097.181280,4616,1,1
2,Payment,1763085097.181591,5266,6,1
2,Payment,1763085097.183779,4029,12,1
2,Payment,1763085097.183795,3994,7,1
1,NewOrder,1763085097.185903,1022450,1,1
2,Payment,1763085097.185904,3344,3,1
1,NewOrder,1763085097.185904,1019780,14,1
2,Payment,1763085097.185913,3329,9,1
2,Payment,1763085097.185937,3304,15,1
1,NewOrder,1763085097.186864,1021491,6,1
4,Delivery,1763085097.187777,1030772,0,1
1,NewOrder,1763085097.187788,1020569,5,1
2,Payment,1763085097.187794,1017861,7,1
1,NewOrder,1763085097.187799,1020566,8,1
1,NewOrder,1763085097.187814,1020568,12,1
2,Payment,1763085097.189234,1016437,11,1
2,Payment,1763085097.189237,1016444,2,1
1,NewOrder,1763085097.189247,1019128,15,1
1,NewOrder,1763085097.189249,1020500,9,1
1,NewOrder,1763085097.189254,1020548,3,1
1,NewOrder,1763085097.189389,1020343,10,1
3,OrderStatus,1763085097.190663,590,4,1
1,NewOrder,1763085097.191258,1024620,4,1
3,OrderStatus,1763085098.205668,662,7,1
2,Payment,1763085098.205669,4120,13,1
2,Payment,1763085098.205677,4079,11,1
1,NewOrder,1763085098.205688,12870,2,1
2,Payment,1763085098.205690,4056,14,1
1,NewOrder,1763085098.206335,12212,7,1
1,NewOrder,1763085098.208359,10207,1,1
2,Payment,1763085098.208361,7519,6,1
2,Payment,1763085098.208363,7521,5,1
1,NewOrder,1763085098.208370,10214,8,1
1,NewOrder,1763085098.208379,10216,15,1
1,NewOrder,1763085098.208389,10185,12,1
1,NewOrder,1763085098.209739,11059,10,1
1,NewOrder,1763085098.209751,8828,14,1
1,NewOrder,1763085098.209756,8828,9,1
1,NewOrder,1763085098.209760,8830,11,1
2,Payment,1763085098.209791,8769,13,1
2,Payment,1763085098.209805,8750,3,1
2,Payment,1763085098.215884,4915,4,1
1,NewOrder,1763085098.215888,7151,6,1
1,NewOrder,1763085098.215889,7175,5,1
4,Delivery,1763085098.218558,14370,7,1
1,NewOrder,1763085098.218560,8337,0,1
1,NewOrder,1763085098.218562,10498,3,1
2,Payment,1763085098.218562,4495,2,1
1,NewOrder,1763085098.218567,8476,13,1
2,Payment,1763085098.218572,4489,1,1
1,NewOrder,1763085098.218580,8633,12,1
1,NewOrder,1763085098.218584,8469,14,1
2,Payment,1763085098.218587,4441,9,1
1,NewOrder,1763085098.218591,8315,8,1
2,Payment,1763085098.218596,5091,11,1
2,Payment,1763085098.218598,6626,15,1
4,Delivery,1763085098.220805,14411,10,1
5,StockLevel,1763085098.220806,1490,4,1
1,NewOrder,1763085098.222301,8659,4,1
1,NewOrder,1763085098.223034,9902,9,1
1,NewOrder,1763085098.223046,7906,6,1
4,Delivery,1763085098.223064,13578,2,1
2,Payment,1763085098.223070,3834,5,1
5,StockLevel,1763085098.223087,994,1,1
1,NewOrder,1763085098.223694,9238,11,1
2,Payment,1763085098.224086,4963,1,1
2,Payment,1763085098.225230,3837,15,1
2,Payment,1763085098.226902,4053,0,1
1,NewOrder,1763085098.226911,8293,5,1
1,NewOrder,1763085098.226913,8289,8,1
2,Payment,1763085098.227050,3938,13,1
2,Payment,1763085098.227059,3912,14,1
2,Payment,1763085098.227220,3750,12,1
2,Payment,1763085098.229055,3879,1,1
1,NewOrder,1763085098.229066,9655,3,1
4,Delivery,1763085098.229070,17542,15,1
2,Payment,1763085098.230958,4257,6,1
1,NewOrder,1763085098.230961,9612,0,1
2,Payment,1763085098.230965,4238,4,1
1,NewOrder,1763085098.230976,7506,12,1
2,Payment,1763085098.230978,4541,14,1
1,NewOrder,1763085098.230991,5570,13,1
1,NewOrder,1763085098.232934,13669,7,1
2,Payment,1763085098.232938,3602,11,1
2,Payment,1763085098.232940,3625,1,1
1,NewOrder,1763085098.232943,7647,9,1
1,NewOrder,1763085098.235208,11366,8,1
1,NewOrder,1763085098.235210,14092,5,1
2,Payment,1763085098.235210,5360,4,1
1,NewOrder,1763085098.235219,14078,6,1
1,NewOrder,1763085098.235221,14079,10,1
1,NewOrder,1763085098.235525,13787,14,1
2,Payment,1763085098.236545,4065,11,1
1,NewOrder,1763085098.236567,12739,13,1
2,Payment,1763085098.236571,4589,1,1
1,NewOrder,1763085098.236648,9951,2,1
2,Payment,1763085098.238488,8096,12,1
2,Payment,1763085098.238728,7931,3,1
2,Payment,1763085098.240576,8726,4,1
1,NewOrder,1763085098.240579,8743,0,1
1,NewOrder,1763085098.240597,8718,9,1
2,Payment,1763085098.240617,8692,11,1
1,NewOrder,1763085098.241167,8163,1,1
4,Delivery,1763085098.246581,16697,8,1
1,NewOrder,1763085098.246590,7403,12,1
1,NewOrder,1763085098.246605,7385,2,1
5,StockLevel,1763085098.246609,1006,7,1
2,Payment,1763085098.246617,5270,15,1
2,Payment,1763085098.246666,5217,3,1
2,Payment,1763085098.247620,4259,7,1
2,Payment,1763085098.249304,4688,6,1
2,Payment,1763085098.249306,4722,10,1
2,Payment,1763085098.249308,4670,5,1
1,NewOrder,1763085098.249309,9064,4,1
2,Payment,1763085098.249312,4655,13,1
1,NewOrder,1763085098.249315,6965,11,1
1,NewOrder,1763085098.249315,6829,14,1
3,OrderStatus,1763085098.249319,864,9,1
2,Payment,1763085098.249327,4659,0,1
2,Payment,1763085098.249334,4656,1,1
1,NewOrder,1763085098.250189,5992,9,1
1,NewOrder,1763085098.251885,8941,7,1
2,Payment,1763085098.251889,4274,3,1
2,Payment,1763085098.251893,4259,15,1
2,Payment,1763085098.253973,4407,13,1
1,NewOrder,1763085098.253985,6839,5,1
2,Payment,1763085098.253993,4368,0,1
1,NewOrder,1763085098.253994,6842,1,1
1,NewOrder,1763085098.253996,6895,2,1
1,NewOrder,1763085098.253996,7005,12,1
1,NewOrder,1763085098.253998,6825,6,1
1,NewOrder,1763085098.254033,6879,10,1
1,NewOrder,1763085098.256150,7191,14,1
2,Payment,1763085098.256158,4671,15,1
1,NewOrder,1763085098.256169,7105,3,1
1,NewOrder,1763085098.256187,9665,9,1
1,NewOrder,1763085098.256285,9549,11,1
2,Payment,1763085098.258367,4901,0,1
1,NewOrder,1763085098.258378,9688,4,1
2,Payment,1763085098.258385,4893,13,1
2,Payment,1763085098.260829,4966,5,1
1,NewOrder,1763085098.260830,15822,6,1
2,Payment,1763085098.260832,4979,7,1
2,Payment,1763085098.260834,4951,15,1
1,NewOrder,1763085098.260844,7225,1,1
5,StockLevel,1763085098.260894,1111,2,1
2,Payment,1763085098.260917,4877,10,1
1,NewOrder,1763085098.261008,13955,12,1
5,StockLevel,1763085098.262011,987,2,1
2,Payment,1763085098.263004,5014,2,1
1,NewOrder,1763085098.263274,13379,0,1
2,Payment,1763085098.263279,4744,3,1
4,Delivery,1763085098.263283,13388,8,1
1,NewOrder,1763085098.263285,19795,13,1
1,NewOrder,1763085098.263344,13318,14,1
2,Payment,1763085098.265791,9176,15,1
2,Payment,1763085098.265800,9163,10,1
1,NewOrder,1763085098.265801,10861,5,1
1,NewOrder,1763085098.265817,10849,7,1
1,NewOrder,1763085098.265840,10832,11,1
2,Payment,1763085098.265859,9104,9,1
1,NewOrder,1763085098.268024,8648,2,1
1,NewOrder,1763085098.268029,8644,3,1
2,Payment,1763085098.268073,8583,4,1
2,Payment,1763085098.268074,8578,1,1
1,NewOrder,1763085098.274969,10113,9,1
1,NewOrder,1763085098.274971,8116,12,1
1,NewOrder,1763085098.274971,8093,10,1
5,StockLevel,1763085098.274972,1202,15,1
4,Delivery,1763085098.276177,15266,15,1
2,Payment,1763085098.276658,4169,1,1
2,Payment,1763085098.276658,4173,6,1
1,NewOrder,1763085098.276661,10185,0,1
2,Payment,1763085098.276662,4231,4,1
1,NewOrder,1763085098.276667,6410,5,1
2,Payment,1763085098.276667,4166,14,1
2,Payment,1763085098.276672,4143,7,1
2,Payment,1763085098.276676,4134,2,1
2,Payment,1763085098.276677,4154,8,1
1,NewOrder,1763085098.276677,6410,11,1
1,NewOrder,1763085098.276678,6421,3,1
2,Payment,1763085098.280817,4035,2,1
2,Payment,1763085098.280821,4042,7,1
1,NewOrder,1763085098.280833,8456,1,1
2,Payment,1763085098.280837,4368,6,1
1,NewOrder,1763085098.280838,10586,8,1
1,NewOrder,1763085098.280839,10626,14,1
2,Payment,1763085098.280897,3980,4,1
1,NewOrder,1763085098.283069,8381,10,1
2,Payment,1763085098.283083,3763,5,1
1,NewOrder,1763085098.283084,8364,13,1
1,NewOrder,1763085098.283094,10433,11,1
1,NewOrder,1763085098.283094,8339,12,1
2,Payment,1763085098.283104,3788,3,1
1,NewOrder,1763085098.284858,8714,2,1
1,NewOrder,1763085098.284869,6585,7,1
1,NewOrder,1763085098.284880,8659,4,1
1,NewOrder,1763085098.285089,8436,9,1
2,Payment,1763085098.285212,4076,6,1
2,Payment,1763085098.286852,4597,0,1
5,StockLevel,1763085098.286853,1662,5,1
1,NewOrder,1763085098.286897,6659,3,1
4,Delivery,1763085098.288521,16227,5,1
2,Payment,1763085098.289295,4231,6,1
2,Payment,1763085098.289295,4246,1,1
4,Delivery,1763085098.291430,13476,8,1
1,NewOrder,1763085098.291440,13329,12,1
3,OrderStatus,1763085098.291450,912,15,1
2,Payment,1763085098.291454,3620,13,1
1,NewOrder,1763085098.291455,13380,10,1
1,NewOrder,1763085098.291457,13328,0,1
1,NewOrder,1763085098.291460,13273,7,1
2,Payment,1763085098.291470,3716,14,1
1,NewOrder,1763085098.292368,12422,15,1
1,NewOrder,1763085098.293532,11217,9,1
4,Delivery,1763085098.293533,13576,6,1
2,Payment,1763085098.293534,11178,11,1
3,OrderStatus,1763085098.293545,786,1,1
2,Payment,1763085098.293546,11196,4,1
2,Payment,1763085098.293562,11210,3,1
2,Payment,1763085098.293578,11132,2,1
1,NewOrder,1763085098.294336,10416,1,1
2,Payment,1763085098.295080,9696,13,1
1,NewOrder,1763085098.295192,9592,14,1
2,Payment,1763085098.304717,10313,2,1
1,NewOrder,1763085098.304718,12587,11,1
1,NewOrder,1763085098.304739,12575,7,1
1,NewOrder,1763085098.304747,12584,4,1
1,NewOrder,1763085098.304754,12560,5,1
1,NewOrder,1763085098.304756,12567,9,1
2,Payment,1763085098.304759,10267,1,1
2,Payment,1763085098.304776,10267,12,1
1,NewOrder,1763085098.304776,12548,3,1
1,NewOrder,1763085098.304780,12544,13,1
1,NewOrder,1763085098.304786,12521,14,1
1,NewOrder,1763085098.304789,12545,0,1
2,Payment,1763085098.304792,10229,15,1
5,StockLevel,1763085098.304839,1493,10,1
1,NewOrder,1763085098.304912,12450,8,1
4,Delivery,1763085098.306337,12653,10,1
4,Delivery,1763085098.307115,13122,6,1
1,NewOrder,1763085098.315026,7315,15,1
2,Payment,1763085098.315031,3956,1,1
1,NewOrder,1763085098.315040,9885,2,1
2,Payment,1763085098.315049,3921,12,1
1,NewOrder,1763085098.317311,10144,11,1
1,NewOrder,1763085098.317313,7605,14,1
1,NewOrder,1763085098.317320,7593,5,1
2,Payment,1763085098.317321,3940,7,1
5,StockLevel,1763085098.317327,1413,9,1
2,Payment,1763085098.317330,2886,13,1
2,Payment,1763085098.317333,2932,3,1
2,Payment,1763085098.317337,2887,4,1
4,Delivery,1763085098.317338,18869,0,1
2,Payment,1763085098.317366,2911,8,1
3,OrderStatus,1763085098.318753,865,9,1
4,Delivery,1763085098.318975,17229,12,1
1,NewOrder,1763085098.318994,10739,1,1
2,Payment,1763085098.318996,3347,10,1
5,StockLevel,1763085098.319624,988,9,1
1,NewOrder,1763085098.320223,7207,13,1
1,NewOrder,1763085098.320230,9436,4,1
1,NewOrder,1763085098.320243,7181,6,1
2,Payment,1763085098.320271,4654,3,1
2,Payment,1763085098.320281,7146,8,1
2,Payment,1763085098.320617,4303,9,1
1,NewOrder,1763085098.321267,8418,7,1
1,NewOrder,1763085098.322347,7382,15,1
2,Payment,1763085098.322350,5143,10,1
1,NewOrder,1763085098.324919,12265,5,1
1,NewOrder,1763085098.324920,11274,14,1
1,NewOrder,1763085098.324925,12262,9,1
1,NewOrder,1763085098.324931,12251,2,1
2,Payment,1763085098.324933,4744,3,1
1,NewOrder,1763085098.327430,9776,6,1
1,NewOrder,1763085098.327433,9798,8,1
1,NewOrder,1763085098.327436,9757,13,1
2,Payment,1763085098.327461,8737,11,1
2,Payment,1763085098.327497,8699,10,1
5,StockLevel,1763085098.329673,1256,4,1
2,Payment,1763085098.329683,7494,3,1
1,NewOrder,1763085098.329691,7509,7,1
1,NewOrder,1763085098.329732,7503,15,1
2,Payment,1763085098.329739,7446,1,1
2,Payment,1763085098.330935,6288,4,1
1,NewOrder,1763085098.336201,5990,14,1
1,NewOrder,1763085098.336201,8222,10,1
3,OrderStatus,1763085098.336204,754,11,1
3,OrderStatus,1763085098.336211,702,0,1
1,NewOrder,1763085098.336211,8210,12,1
2,Payment,1763085098.336917,5260,0,1
2,Payment,1763085098.336964,5209,11,1
1,NewOrder,1763085098.337182,7307,3,1
2,Payment,1763085098.337188,4994,2,1
2,Payment,1763085098.337189,5061,1,1
1,NewOrder,1763085098.337191,7331,5,1
2,Payment,1763085098.337195,7212,9,1
2,Payment,1763085098.337199,4977,13,1
2,Payment,1763085098.337204,4977,7,1
1,NewOrder,1763085098.337209,9597,6,1
1,NewOrder,1763085098.337229,7198,4,1
1,NewOrder,1763085098.337238,9306,8,1
1,NewOrder,1763085098.337240,7187,15,1
1,NewOrder,1763085098.342180,8241,11,1
1,NewOrder,1763085098.342183,8240,0,1
2,Payment,1763085098.342183,4354,13,1
2,Payment,1763085098.342188,4418,7,1
2,Payment,1763085098.342189,4579,2,1
2,Payment,1763085098.342196,4324,14,1
1,NewOrder,1763085098.342255,6216,1,1
2,Payment,1763085098.344412,4066,9,1
1,NewOrder,1763085098.344427,6029,12,1
2,Payment,1763085098.344429,4057,10,1
2,Payment,1763085098.344433,4050,15,1
1,NewOrder,1763085098.344434,621280,4,1
1,NewOrder,1763085098.344492,5922,3,1
1,NewOrder,1763085098.344527,621199,5,1
4,Delivery,1763085098.346526,627445,14,1
2,Payment,1763085098.346543,3903,13,1
2,Payment,1763085098.346551,3890,8,1
1,NewOrder,1763085098.346610,619104,7,1
2,Payment,1763085098.346774,3656,2,1
1,NewOrder,1763085098.346812,618914,6,1
1,NewOrder,1763085098.348477,619613,1,1
1,NewOrder,1763085098.348484,619607,9,1
1,NewOrder,1763085098.348489,619590,15,1
1,NewOrder,1763085098.348491,619596,10,1
1,NewOrder,1763085098.350420,620849,3,1
2,Payment,1763085098.350428,615325,11,1
4,Delivery,1763085098.350429,627734,0,1
2,Payment,1763085098.350436,615308,2,1
4,Delivery,1763085098.350447,625655,8,1
1,NewOrder,1763085098.350449,620436,13,1
2,Payment,1763085098.350458,615272,12,1
3,OrderStatus,1763085098.965729,758,7,1
2,Payment,1763085098.965729,5418,4,1
3,OrderStatus,1763085098.965729,805,5,1
2,Payment,1763085098.965733,5940,6,1
1,NewOrder,1763085098.965736,10370,12,1
1,NewOrder,1763085098.965749,10334,2,1
1,NewOrder,1763085098.965761,8212,11,1
1,NewOrder,1763085098.966493,9609,7,1
2,Payment,1763085098.966540,4648,5,1
1,NewOrder,1763085098.968085,8013,15,1
2,Payment,1763085098.968093,5876,10,1
1,NewOrder,1763085098.968096,8000,1,1
1,NewOrder,1763085098.968098,8058,9,1
2,Payment,1763085098.970891,5184,13,1
1,NewOrder,1763085098.971153,7007,4,1
2,Payment,1763085098.971194,4888,5,1
2,Payment,1763085098.971276,4806,3,1
2,Payment,1763085098.971680,4426,6,1
1,NewOrder,1763085098.973976,6528,10,1
1,NewOrder,1763085098.973977,8549,14,1
1,NewOrder,1763085098.973980,6471,11,1
3,OrderStatus,1763085098.976080,985,13,1
2,Payment,1763085098.976087,4446,5,1
2,Payment,1763085098.976089,4379,3,1
2,Payment,1763085098.976090,6409,2,1
1,NewOrder,1763085098.976102,6412,1,1
4,Delivery,1763085098.976103,30138,15,1
2,Payment,1763085098.976109,4354,7,1
1,NewOrder,1763085098.976109,6496,8,1
2,Payment,1763085098.976112,4358,12,1
1,NewOrder,1763085098.976113,6409,6,1
1,NewOrder,1763085098.976159,6333,9,1
1,NewOrder,1763085098.977069,9810,13,1
2,Payment,1763085098.978166,4383,4,1
1,NewOrder,1763085098.978167,6500,0,1
2,Payment,1763085098.980457,4210,11,1
1,NewOrder,1763085098.980469,8359,7,1
2,Payment,1763085098.980474,4197,3,1
2,Payment,1763085098.980476,4195,12,1
1,NewOrder,1763085098.980506,23271,10,1
2,Payment,1763085098.980539,4128,5,1
1,NewOrder,1763085098.982498,16958,9,1
1,NewOrder,1763085098.982504,18942,2,1
2,Payment,1763085098.982520,4369,1,1
4,Delivery,1763085098.982527,29604,6,1
1,NewOrder,1763085098.982533,21243,14,1
2,Payment,1763085098.982553,4331,4,1
1,NewOrder,1763085098.982614,23618,8,1
2,Payment,1763085098.984671,4161,5,1
2,Payment,1763085098.984675,4161,11,1
1,NewOrder,1763085098.984675,16750,0,1
5,StockLevel,1763085098.984678,1178,3,1
1,NewOrder,1763085098.984680,16772,12,1
1,NewOrder,1763085098.985862,17916,3,1
1,NewOrder,1763085098.986885,16898,13,1
2,Payment,1763085098.986889,4235,4,1
2,Payment,1763085098.986895,4237,1,1
1,NewOrder,1763085098.988834,14931,7,1
2,Payment,1763085098.988837,6929,5,1
1,NewOrder,1763085098.988840,17386,11,1
1,NewOrder,1763085098.991130,10308,4,1
3,OrderStatus,1763085098.991134,1245,1,1
2,Payment,1763085098.992382,5424,1,1
1,NewOrder,1763085098.995773,10463,5,1
1,NewOrder,1763085098.997812,8441,1,1
1,NewOrder,1763085098.999462,8115,9,1
2,Payment,1763085099.001431,4837,0,1
2,Payment,1763085099.001445,4800,4,1
1,NewOrder,1763085099.001452,8571,2,1
2,Payment,1763085099.001457,4788,12,1
2,Payment,1763085099.003769,3884,7,1
1,NewOrder,1763085099.003781,8337,14,1
2,Payment,1763085099.003783,3887,3,1
1,NewOrder,1763085099.003785,8343,10,1
1,NewOrder,1763085099.003789,8335,13,1
2,Payment,1763085099.006232,3793,11,1
2,Payment,1763085099.006238,3770,8,1
2,Payment,1763085099.006243,5873,5,1
1,NewOrder,1763085099.006249,8218,15,1
1,NewOrder,1763085099.006249,8179,12,1
1,NewOrder,1763085099.006252,5888,4,1
1,NewOrder,1763085099.006259,8196,1,1
1,NewOrder,1763085099.006271,8175,0,1
1,NewOrder,1763085099.007583,8814,9,1
2,Payment,1763085099.007659,4490,7,1
1,NewOrder,1763085099.007674,8727,3,1
1,NewOrder,1763085099.010014,10005,8,1
2,Payment,1763085099.010029,4616,2,1
2,Payment,1763085099.010031,4401,11,1
1,NewOrder,1763085099.012121,10561,5,1
2,Payment,1763085099.012125,4256,14,1
1,NewOrder,1763085099.012130,10549,13,1
1,NewOrder,1763085099.012134,6297,10,1
5,StockLevel,1763085099.012137,926,6,1
2,Payment,1763085099.012145,4240,4,1
2,Payment,1763085099.012153,4221,7,1
2,Payment,1763085099.013068,3317,6,1
1,NewOrder,1763085099.014434,11954,12,1
1,NewOrder,1763085099.014438,5588,11,1
2,Payment,1763085099.014452,3974,0,1
1,NewOrder,1763085099.014461,7450,1,1
5,StockLevel,1763085099.014473,967,15,1
1,NewOrder,1763085099.014651,11742,2,1
2,Payment,1763085099.015446,4565,15,1
1,NewOrder,1763085099.016381,10011,7,1
5,StockLevel,1763085099.016389,1088,14,1
2,Payment,1763085099.016391,3713,4,1
2,Payment,1763085099.016393,3640,6,1
2,Payment,1763085099.016402,3652,9,1
1,NewOrder,1763085099.016407,12298,3,1
4,Delivery,1763085099.017482,17204,14,1
1,NewOrder,1763085099.018431,10267,0,1
1,NewOrder,1763085099.018436,10267,10,1
5,StockLevel,1763085099.020016,2930,15,1
3,OrderStatus,1763085099.020026,865,8,1
1,NewOrder,1763085099.020032,8681,11,1
1,NewOrder,1763085099.020037,8680,6,1
1,NewOrder,1763085099.020061,12232,9,1
1,NewOrder,1763085099.020110,8630,4,1
1,NewOrder,1763085099.020896,7823,8,1
2,Payment,1763085099.021917,6769,1,1
2,Payment,1763085099.022685,6017,13,1
2,Payment,1763085099.022689,6017,5,1
2,Payment,1763085099.022953,5746,15,1
2,Payment,1763085099.026394,5897,12,1
2,Payment,1763085099.026397,5887,7,1
1,NewOrder,1763085099.026398,8267,2,1
2,Payment,1763085099.028691,5971,1,1
2,Payment,1763085099.028704,5963,0,1
2,Payment,1763085099.028708,5973,15,1
1,NewOrder,1763085099.028710,10320,13,1
2,Payment,1763085099.028711,5964,10,1
1,NewOrder,1763085099.028713,10315,5,1
1,NewOrder,1763085099.028713,8199,3,1
1,NewOrder,1763085099.028720,5953,11,1
1,NewOrder,1763085099.028722,8188,8,1
1,NewOrder,1763085099.028724,8202,6,1
2,Payment,1763085099.028744,5918,4,1
2,Payment,1763085099.032290,4637,7,1
2,Payment,1763085099.032296,4630,12,1
2,Payment,1763085099.032298,4620,9,1
2,Payment,1763085099.034668,4366,1,1
2,Payment,1763085099.034670,4409,4,1
2,Payment,1763085099.034673,4371,2,1
2,Payment,1763085099.034674,4433,0,1
1,NewOrder,1763085099.034680,9614,11,1
1,NewOrder,1763085099.034681,14463,10,1
1,NewOrder,1763085099.034687,6894,15,1
1,NewOrder,1763085099.034690,8961,14,1
2,Payment,1763085099.036916,4638,8,1
2,Payment,1763085099.036918,4640,3,1
2,Payment,1763085099.036923,4646,9,1
1,NewOrder,1763085099.036932,9370,6,1
2,Payment,1763085099.036932,4640,7,1
2,Payment,1763085099.036934,4638,12,1
2,Payment,1763085099.039034,4628,5,1
1,NewOrder,1763085099.039036,10153,13,1
2,Payment,1763085099.039039,4623,1,1
1,NewOrder,1763085099.039051,10065,2,1
3,OrderStatus,1763085099.039081,762,4,1
2,Payment,1763085099.039107,4561,0,1
2,Payment,1763085099.039849,4571,4,1
1,NewOrder,1763085099.041563,8875,8,1
1,NewOrder,1763085099.041565,7567,3,1
1,NewOrder,1763085099.041574,8861,9,1
1,NewOrder,1763085099.041578,7562,12,1
2,Payment,1763085099.041578,4727,7,1
1,NewOrder,1763085099.041586,7539,15,1
2,Payment,1763085099.043658,5485,14,1
2,Payment,1763085099.043668,5452,5,1
1,NewOrder,1763085099.043670,22759,1,1
1,NewOrder,1763085099.043675,6768,0,1
2,Payment,1763085099.044299,4991,11,1
2,Payment,1763085099.044426,4697,4,1
3,OrderStatus,1763085099.046307,687,6,1
1,NewOrder,1763085099.046310,6359,7,1
5,StockLevel,1763085099.047001,1072,6,1
2,Payment,1763085099.048078,4587,6,1
2,Payment,1763085099.049120,6249,2,1
2,Payment,1763085099.049125,3547,5,1
1,NewOrder,1763085099.049130,8786,4,1
1,NewOrder,1763085099.049131,8785,15,1
2,Payment,1763085099.049138,3536,3,1
2,Payment,1763085099.049145,3531,12,1
1,NewOrder,1763085099.049149,8797,10,1
1,NewOrder,1763085099.049149,8797,14,1
1,NewOrder,1763085099.049192,8732,13,1
5,StockLevel,1763085099.049295,1220,11,1
1,NewOrder,1763085099.050441,7489,9,1
2,Payment,1763085099.050444,4932,8,1
1,NewOrder,1763085099.050448,14577,0,1
5,StockLevel,1763085099.050519,919,11,1
2,Payment,1763085099.051453,3915,11,1
1,NewOrder,1763085099.052672,12339,6,1
2,Payment,1763085099.052675,5230,7,1
2,Payment,1763085099.052678,5226,5,1
2,Payment,1763085099.052679,5279,12,1
2,Payment,1763085099.052682,5233,3,1
1,NewOrder,1763085099.055374,15674,11,1
2,Payment,1763085099.055376,9640,2,1
1,NewOrder,1763085099.055381,15647,8,1
1,NewOrder,1763085099.057910,13120,5,1
2,Payment,1763085099.057910,8528,7,1
1,NewOrder,1763085099.057922,14011,3,1
1,NewOrder,1763085099.057922,13096,4,1
2,Payment,1763085099.057924,8515,15,1
1,NewOrder,1763085099.057930,13090,13,1
1,NewOrder,1763085099.057936,13075,9,1
2,Payment,1763085099.057952,8483,10,1
1,NewOrder,1763085099.057952,13075,14,1
2,Payment,1763085099.057961,8524,12,1
2,Payment,1763085099.065016,6085,6,1
2,Payment,1763085099.065021,3460,2,1
2,Payment,1763085099.065031,3438,0,1
2,Payment,1763085099.066435,4599,1,1
2,Payment,1763085099.066438,4583,10,1
3,OrderStatus,1763085099.066444,885,7,1
1,NewOrder,1763085099.066445,9706,15,1
2,Payment,1763085099.066487,4574,12,1
2,Payment,1763085099.067335,3709,7,1
1,NewOrder,1763085099.068476,9979,0,1
1,NewOrder,1763085099.068487,9957,2,1
1,NewOrder,1763085099.071017,8766,9,1
2,Payment,1763085099.071025,7443,4,1
1,NewOrder,1763085099.071026,7442,10,1
5,StockLevel,1763085099.071027,1524,13,1
1,NewOrder,1763085099.071033,7432,14,1
1,NewOrder,1763085099.071034,8703,8,1
1,NewOrder,1763085099.071036,7429,5,1
4,Delivery,1763085099.071040,15911,1,1
1,NewOrder,1763085099.071047,8749,7,1
1,NewOrder,1763085099.071053,8692,11,1
1,NewOrder,1763085099.071065,7394,12,1
1,NewOrder,1763085099.071105,8700,6,1
3,OrderStatus,1763085099.071939,1137,3,1
1,NewOrder,1763085099.072564,7202,13,1
1,NewOrder,1763085099.073081,6698,3,1
2,Payment,1763085099.076156,3625,15,1
2,Payment,1763085099.078449,3490,2,1
1,NewOrder,1763085099.078460,8496,0,1
1,NewOrder,1763085099.078466,8504,12,1
2,Payment,1763085099.078471,6037,4,1
1,NewOrder,1763085099.078471,8477,14,1
1,NewOrder,1763085099.078472,16456,5,1
1,NewOrder,1763085099.078474,8480,10,1
3,OrderStatus,1763085099.079744,736,8,1
2,Payment,1763085099.079751,4795,11,1
2,Payment,1763085099.079770,4738,13,1
2,Payment,1763085099.079785,4743,3,1
1,NewOrder,1763085099.079788,15154,15,1
2,Payment,1763085099.079788,4712,9,1
2,Payment,1763085099.079803,4703,7,1
2,Payment,1763085099.079809,4717,6,1
1,NewOrder,1763085099.080486,14430,8,1
2,Payment,1763085099.081945,5012,2,1
2,Payment,1763085099.084506,10415,9,1
2,Payment,1763085099.084514,10401,7,1
1,NewOrder,1763085099.084514,12778,13,1
1,NewOrder,1763085099.084515,12742,4,1
1,NewOrder,1763085099.084532,12728,6,1
2,Payment,1763085099.084534,10389,3,1
1,NewOrder,1763085099.084553,12736,11,1
1,NewOrder,1763085099.086954,10320,14,1
2,Payment,1763085099.086954,10343,1,1
2,Payment,1763085099.086960,10322,10,1
2,Payment,1763085099.086962,10341,0,1
1,NewOrder,1763085099.086963,12464,2,1
2,Payment,1763085099.086975,10309,12,1
1,NewOrder,1763085099.094922,6561,7,1
1,NewOrder,1763085099.094923,11366,8,1
5,StockLevel,1763085099.094927,1106,9,1
2,Payment,1763085099.094929,4508,3,1
1,NewOrder,1763085099.094935,11400,5,1
2,Payment,1763085099.094947,4880,15,1
1,NewOrder,1763085099.096039,10259,9,1
1,NewOrder,1763085099.097264,11297,4,1
1,NewOrder,1763085099.097266,11327,6,1
2,Payment,1763085099.097277,4210,14,1
1,NewOrder,1763085099.097289,9002,10,1
4,Delivery,1763085099.097292,13904,12,1
2,Payment,1763085099.097293,4201,11,1
1,NewOrder,1763085099.097299,11268,13,1
2,Payment,1763085099.097303,4209,1,1
1,NewOrder,1763085099.097307,11221,0,1
2,Payment,1763085099.099433,6859,2,1
